Date,Warehouse,Product,Category,Price_IDR,Promotion,Demand_Raw,Stockout_Occurred,Sales_Actual
2023-01-23,Medan,SKU_BATIK_TULIS,Fashion Premium,1200000,0,4,0,4
2023-01-23,Makassar,SKU_HIJAB_INSTAN,Fashion,65000,0,18,0,18
2023-01-23,Makassar,SKU_KOPI_GAYO,Food & Beverage,220000,0,9,0,9
2023-01-23,Makassar,SKU_BATIK_TULIS,Fashion Premium,1200000,0,2,0,2
2023-01-24,Jakarta,SKU_HIJAB_INSTAN,Fashion,65000,0,165,0,165
2023-01-24,Jakarta,SKU_KOPI_GAYO,Food & Beverage,220000,0,85,0,85
2023-01-24,Jakarta,SKU_BATIK_TULIS,Fashion Premium,1200000,0,14,0,14
2023-01-24,Surabaya,SKU_HIJAB_INSTAN,Fashion,65000,0,77,0,77
2023-01-24,Surabaya,SKU_KOPI_GAYO,Food & Beverage,220000,0,41,0,41
2023-01-24,Surabaya,SKU_BATIK_TULIS,Fashion Premium,1200000,0,8,0,8
2023-01-24,Medan,SKU_HIJAB_INSTAN,Fashion,65000,0,69,0,69
2023-01-24,Medan,SKU_KOPI_GAYO,Food & Beverage,220000,0,43,0,43
2023-01-24,Medan,SKU_BATIK_TULIS,Fashion Premium,1200000,0,4,0,4
2023-01-24,Makassar,SKU_HIJAB_INSTAN,Fashion,65000,0,35,0,35
2023-01-24,Makassar,SKU_KOPI_GAYO,Food & Beverage,220000,0,11,0,11
2023-01-24,Makassar,SKU_BATIK_TULIS,Fashion Premium,1200000,0,2,0,2
2023-01-25,Jakarta,SKU_HIJAB_INSTAN,Fashion,65000,0,166,0,166
2023-01-25,Jakarta,SKU_KOPI_GAYO,Food & Beverage,220000,0,82,0,82
2023-01-25,Jakarta,SKU_BATIK_TULIS,Fashion Premium,960000,1,25,0,25
2023-01-25,Surabaya,SKU_HIJAB_INSTAN,Fashion,65000,0,109,0,109
2023-01-25,Surabaya,SKU_KOPI_GAYO,Food & Beverage,220000,0,41,0,41
2023-01-25,Surabaya,SKU_BATIK_TULIS,Fashion Premium,960000,1,16,0,16
2023-01-25,Medan,SKU_HIJAB_INSTAN,Fashion,65000,0,44,0,44
2023-01-25,Medan,SKU_KOPI_GAYO,Food & Beverage,220000,0,35,0,35
2023-01-25,Medan,SKU_BATIK_TULIS,Fashion Premium,1200000,0,7,0,7
2023-01-25,Makassar,SKU_HIJAB_INSTAN,Fashion,52000,1,24,0,24
2023-01-25,Makassar,SKU_KOPI_GAYO,Food & Beverage,176000,1,35,0,35
2023-01-25,Makassar,SKU_BATIK_TULIS,Fashion Premium,1200000,0,2,0,2
2023-01-26,Jakarta,SKU_HIJAB_INSTAN,Fashion,65000,0,146,0,146
2023-01-26,Jakarta,SKU_KOPI_GAYO,Food & Beverage,220000,0,83,0,83
2023-01-26,Jakarta,SKU_BATIK_TULIS,Fashion Premium,960000,1,29,0,29
2023-01-26,Surabaya,SKU_HIJAB_INSTAN,Fashion,52000,1,150,0,150
2023-01-26,Surabaya,SKU_KOPI_GAYO,Food & Beverage,220000,0,53,0,53
2023-01-26,Surabaya,SKU_BATIK_TULIS,Fashion Premium,960000,1,17,0,17
2023-01-26,Medan,SKU_HIJAB_INSTAN,Fashion,52000,1,110,0,110
